n_9vojnIH1M,220,playing banjo,train
yJIS6a0fSLs,30,playing banjo,train
4Y27QuXXBps,0,playing banjo,train
YoEAzazuJgI,80,playing banjo,train
QRVrwbN9hdU,30,playing banjo,train
FPHS1EHC1Q0,100,playing banjo,train
GSfPIuTuNII,30,playing banjo,train
9Wz03j-NlxQ,220,playing banjo,train
dAqZgacfFFk,30,playing banjo,train
X_QqxOdas5I,160,playing banjo,train
3HCjfsCbhSg,180,playing banjo,train
C3MzYcH_G1M,170,playing banjo,train
3lGPsWQAZqM,30,playing banjo,train
yhBizw8lMqc,0,playing banjo,train
CIbAcL2RiEs,50,playing banjo,train
b5G4ZJCmBLI,80,playing banjo,train
RSL_3-1mn9I,60,playing banjo,train
OK-5EGoeZ94,30,playing banjo,train
Wb9L3jZFcqo,30,playing banjo,train
HlqtCyZPKwQ,396,playing banjo,train
jL2VCFCE_Bc,30,playing banjo,train
EJ-xpg1xU2o,220,playing banjo,train
CV8_hjJGiU4,220,playing banjo,train
YPE7iqmFSys,80,playing banjo,train
I1pRhNToxfg,30,playing banjo,train
JhTDuutpRkA,30,playing banjo,train
YOEsMfVODxE,130,playing banjo,train
GgIzTVYqLOc,110,playing banjo,train
Vd3b49kVJ8g,50,playing banjo,train
2RC9m3ztmBg,10,playing banjo,train
XMyozxeAJSk,140,playing banjo,train
wUppVXp_tk8,40,playing banjo,train
A1gGj1MAiHo,70,playing banjo,train
IJmuDKiE33c,30,playing banjo,train
fw7ZlVHkUn0,30,playing banjo,train
yeMafo8GXSM,120,playing banjo,train
AmAThmRphk0,30,playing banjo,test
ZX2fVPmUidA,30,playing banjo,test
QvLeTxLGV_o,30,playing banjo,test
fdxlA8UoNB0,30,playing banjo,test
SqEspGtenms,97,striking pool,train
z9CCSNKepA8,537,striking pool,train
rip8xwobksc,396,striking pool,train
dsz_3qWFr9M,224,striking pool,train
SSvSM_CeQu0,46,striking pool,train
l7ELBtiVtQ8,190,striking pool,train
qbmNcYH52eo,477,striking pool,train
caeXiPhFlss,2,striking pool,train
mif-X1rvPDg,145,striking pool,train
Vo8n-SwgWCU,129,striking pool,train
AZMBvyyQ5C0,102,striking pool,train
KHXH3q7YPfs,87,striking pool,train
US_iSWpwIF4,119,striking pool,train
Kcl0voNvEK4,40,striking pool,train
Uq9EtfFNoDo,84,striking pool,train
3hw9ppmQHxU,88,striking pool,train
pAA31FAGUf0,69,striking pool,train
A_h6IWgim9I,86,striking pool,train
7kfxTbBRQUA,248,striking pool,train
Idcfw0E5ZtQ,0,striking pool,train
dsz_3qWFr9M,193,striking pool,train
4d8iemra7BE,92,striking pool,train
VTXYaHqRo48,375,striking pool,train
jpV-mOneVrk,123,striking pool,train
BDb9c4alPJA,339,striking pool,train
1VkK3VejzqI,211,striking pool,train
eiFDOcjspSg,121,striking pool,train
-apL66NoarA,127,striking pool,train
CgQMKpBCv-k,11,striking pool,train
WwufMGtxALQ,49,striking pool,train
p0QxxcLJQhE,485,striking pool,train
Uz0fo2zxiRc,6,striking pool,train
1FRVSfwHBG8,46,striking pool,train
Idcfw0E5ZtQ,11,striking pool,train
nn0NuLEJlVs,129,striking pool,train
7kfxTbBRQUA,100,striking pool,train
JgKD-nqKTlQ,21,striking pool,test
rtTPwl-kz6k,382,striking pool,test
HvYcAAf_0NY,8,striking pool,test
