-1VcGT09lUI,126,forging swords,train
-1VcGT09lUI,208,forging swords,train
-2xiZDEuHd8,30,pig oinking,test
-37X0bRVT0g,32,fox barking,train
-37X0bRVT0g,122,fox barking,train
-3yfGzvvYhw,248,cell phone buzzing,train
-471M-E0YHg,2,tractor digging,train
-471M-E0YHg,376,tractor digging,train
-7tYmeOmsRg,58,people eating crisps,test
-7tYmeOmsRg,180,people eating crisps,test
-A0iftflme4,44,rapping,train
-A0iftflme4,77,rapping,train
-ApKgZOHx3o,158,people eating crisps,train
-ApKgZOHx3o,185,people eating crisps,train
-BrurdlJW1M,0,people eating crisps,train
-CS4JTdytGw,30,pig oinking,train
-CS4JTdytGw,55,pig oinking,train
-Cgve76qqEc,0,rapping,train
-Cgve76qqEc,29,rapping,train
-Cv3gOXEoxA,40,fox barking,test
-FD8qQRrMWc,158,people eating crisps,train
-FD8qQRrMWc,249,people eating crisps,train
-FO_ycUHLa8,36,telephone bell ringing,train
-FlHQAPxZgc,596,telephone bell ringing,train
-Gt4rv12nkU,30,pig oinking,train
-JSSQreCf4E,5,tractor digging,train
-JY_eCKiNsM,174,tractor digging,train
-KTabIWnPSg,21,rapping,test
-Lmibx_Iu_E,173,tractor digging,test
-O7aM2L42ms,11,playing zither,train
-O7aM2L42ms,22,playing zither,train
-P2cxvGQUvk,235,shot football,test
-P8WLeZ5mqY,7,pig oinking,train
-SB-ijbpm6A,12,tractor digging,train
-Uuo0G76AoI,29,pig oinking,train
-Uuo0G76AoI,49,pig oinking,train
-W3y3qz3yp8,210,people eating crisps,train
-W3y3qz3yp8,256,people eating crisps,train
-Yq_X_sKvYA,270,tractor digging,train
-Z2WesHeKF8,23,playing zither,train
-ZSgg6jFUd8,688,people eating crisps,test
-Zy1XUBFH7g,156,tractor digging,train
-bi0SFPntUA,121,telephone bell ringing,train
-bi0SFPntUA,763,telephone bell ringing,train
-cm0voL_GRM,322,cell phone buzzing,test
-d4La4GV2is,66,shot football,train
-hSwZyPPJTc,75,fox barking,test
-iC2vFer4kg,30,cell phone buzzing,train
-k7WZlfTGso,238,fox barking,train
-kCjKWqVhxY,0,cell phone buzzing,train
-kElp3dCLYY,95,people eating crisps,train
-kidNq7dqG4,9,tractor digging,train
-nFg8WYzKvc,9,playing zither,train
-nFg8WYzKvc,20,playing zither,train
-otKTQ80mMw,642,telephone bell ringing,train
-qaxrXi1iEs,6,pig oinking,train
-qaxrXi1iEs,40,pig oinking,train
-rtyDYx0G1s,39,tractor digging,train
-ruRSHXi3z8,239,people eating crisps,train
-ruRSHXi3z8,291,people eating crisps,train
-szM0eB_sRA,298,forging swords,train
-szM0eB_sRA,496,forging swords,train
-tLjUMbqovE,68,tractor digging,train
-u036N4Moec,24,rapping,train
-u036N4Moec,105,rapping,train
-uCVPmigjfY,75,rapping,train
-uCVPmigjfY,117,rapping,train
-vAtBe4LMCQ,63,people eating crisps,test
-ydhFFApMV4,53,shot football,train
-ydhFFApMV4,84,shot football,train
-zLmodSkqP0,480,shot football,train
0-P5T-NnLS4,53,pig oinking,train
0-P5T-NnLS4,63,pig oinking,train
00IpNWoaXiw,13,rapping,train
00YOj2f37D4,110,people eating crisps,train
00YOj2f37D4,134,people eating crisps,train
01cQde0EX6I,53,tractor digging,train
027CF7KLoRs,79,tractor digging,train
027CF7KLoRs,89,tractor digging,train
02TKYUQSV9w,45,rapping,train
02TKYUQSV9w,107,rapping,train
038-gneOcks,63,people eating crisps,train
038-gneOcks,309,people eating crisps,train
03gauhxTvn0,40,tractor digging,train
04QV0Xi5YTk,30,playing zither,test
04cPCTkXXk8,1,tractor digging,train
06oXkMCrCP8,1,fox barking,train
08Cm_RuvHmk,0,playing zither,test
0DnKZ7HuT_g,50,cell phone buzzing,train
0EDj8eGlEJY,143,shot football,train
0EDj8eGlEJY,299,shot football,train
0FtIepwRoH4,25,tractor digging,train
0G7ooh7zwi8,85,playing zither,train
0G7ooh7zwi8,115,playing zither,train
0HmalXWJfEs,120,tractor digging,train
0HmalXWJfEs,186,tractor digging,train
0IxKdvYHrZk,412,tractor digging,train
0JSZRWL8XnM,17,tractor digging,train
0JSZRWL8XnM,39,tractor digging,train
0Jq6WJLLSIk,4,pig oinking,test
0K9NpjlsQso,107,tractor digging,train
0K9NpjlsQso,164,tractor digging,train
0KjqpeytyKg,108,shot football,train
0MU2SG5ME1E,16,fox barking,test
0MdeE8BM9RI,35,cell phone buzzing,test
0NLXz4JgvcQ,96,people eating crisps,test
0NQXsEwBqAk,136,tractor digging,test
0OAG990F1qE,439,pig oinking,train
0OAG990F1qE,575,pig oinking,train
0OQ6WExxp0Y,59,playing zither,train
0QSd1sxpSu8,146,tractor digging,train
0QYKefY8NhM,14,tractor digging,train
0QYKefY8NhM,49,tractor digging,train
0RJa3t8qZS4,30,rapping,test
0RlgyzrrFE8,38,tractor digging,train
0RlgyzrrFE8,161,tractor digging,train
0Rqy0Y_BKkw,473,shot football,train
0UDvgkFNSak,105,cell phone buzzing,train
0UDvgkFNSak,115,cell phone buzzing,train
0Upm6kw8dxE,5,pig oinking,train
0Upm6kw8dxE,30,pig oinking,train
0WbBuzhazto,16,cell phone buzzing,train
0WbBuzhazto,30,cell phone buzzing,train
0WlD9Ee6Dbw,30,pig oinking,train
0XMJfDMQxHg,0,tractor digging,train
0XMJfDMQxHg,12,tractor digging,train
0YVlPT1IjKY,0,tractor digging,train
0YVlPT1IjKY,226,tractor digging,train
0_1Jo7NAhl4,149,forging swords,train
0_iFg-pn1iM,12,forging swords,train
0_iFg-pn1iM,22,forging swords,train
0_tkVYBNfT4,152,tractor digging,train
